,state,disaster,disaster_frequency_3_years,abandoned_area,production_distruption_loss,loss_severity_economic,land_lost,Crop losses,severity_of_physical_loss
1139,ADAMAWA,Flood,4.0,No,Yes,Almost total or total losses,Yes,No,Almost total or total losses
1140,ADAMAWA,Flood,2.0,No,Yes,Small losses,Yes,Yes,Small losses
1141,ADAMAWA,Heavy rainfall,5.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1142,ADAMAWA,Extreme Winds,2.0,No,Yes,Small losses,No,No,Small losses
1143,ADAMAWA,Heavy rainfall,2.0,Yes,No,Small losses,Yes,Yes,Small losses
1144,ADAMAWA,Flood,5.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1145,ADAMAWA,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1146,ADAMAWA,Flood,1.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
1147,ADAMAWA,Heavy rainfall,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
1148,ADAMAWA,Heavy rainfall,2.0,Yes,Yes,Small losses,No,Yes,Small losses
1149,ADAMAWA,Flood,5.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
1150,ADAMAWA,Flood,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
1151,ADAMAWA,Flood,3.0,Yes,No,Significant losses,No,Yes,Significant losses
1152,ADAMAWA,Flood,5.0,No,Yes,Small losses,Yes,Yes,Small losses
1153,ADAMAWA,Flood,3.0,No,No,Significant losses,No,No,Significant losses
1154,ADAMAWA,Extreme Winds,2.0,No,Yes,Significant losses,No,No,Significant losses
1155,ADAMAWA,Flood,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1156,ADAMAWA,Flood,2.0,No,No,,No,Yes,Small losses
1157,ADAMAWA,Extreme Winds,3.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
1158,ADAMAWA,Flood,8.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1159,ADAMAWA,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
1160,ADAMAWA,Drought,3.0,Yes,No,Significant losses,No,Yes,Significant losses
1161,ADAMAWA,Heavy rainfall,3.0,No,Yes,Small losses,Yes,Yes,Small losses
1162,ADAMAWA,Extreme Winds,5.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
1163,ADAMAWA,Flood,5.0,No,Yes,Small losses,No,Yes,Small losses
1164,ADAMAWA,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1165,ADAMAWA,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1166,ADAMAWA,Extreme Winds,3.0,No,Yes,Significant losses,No,No,Significant losses
1167,ADAMAWA,Flood,3.0,No,Yes,Small losses,No,Yes,Small losses
1168,ADAMAWA,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1169,ADAMAWA,Heavy rainfall,3.0,No,Yes,Small losses,No,Yes,Small losses
1170,ADAMAWA,Heavy rainfall,5.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1171,ADAMAWA,Heavy rainfall,3.0,Yes,No,,No,Yes,Significant losses
1172,ADAMAWA,Heavy rainfall,2.0,No,No,Small losses,No,Yes,Significant losses
1173,ADAMAWA,Flood,2.0,No,No,Significant losses,Yes,Yes,Significant losses
1174,ADAMAWA,Flood,6.0,Yes,No,Small losses,No,No,Small losses
1175,ADAMAWA,Extreme Winds,2.0,No,Yes,Significant losses,No,No,Significant losses
1176,ADAMAWA,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1177,ADAMAWA,Flood,3.0,No,No,Significant losses,No,Yes,Significant losses
1178,ADAMAWA,Flood,3.0,No,No,,No,Yes,Significant losses
1179,ADAMAWA,Flood,2.0,No,No,Small losses,Yes,Yes,Small losses
1180,ADAMAWA,Extreme Winds,1.0,No,Yes,Significant losses,No,No,Significant losses
1181,ADAMAWA,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1182,ADAMAWA,Flood,2.0,No,No,Significant losses,No,Yes,Significant losses
1183,ADAMAWA,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1184,ADAMAWA,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1185,ADAMAWA,Flood,2.0,No,No,Significant losses,No,Yes,Significant losses
1186,ADAMAWA,Drought,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1187,ADAMAWA,Heavy rainfall,3.0,No,No,,No,No,Significant losses
1188,ADAMAWA,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1189,ADAMAWA,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1190,ADAMAWA,Extreme Winds,3.0,No,Yes,Small losses,No,Yes,Small losses
1191,ADAMAWA,Drought,2.0,Yes,No,Significant losses,No,Yes,Significant losses
1192,ADAMAWA,Flood,3.0,Yes,No,Significant losses,Yes,Yes,Significant losses
1193,ADAMAWA,Heavy rainfall,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
1194,ADAMAWA,Extreme Winds,1.0,No,Yes,Small losses,No,No,Small losses
1195,ADAMAWA,Flood,1.0,Yes,Yes,Almost total or total losses,No,Yes,Almost total or total losses
1196,ADAMAWA,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1197,ADAMAWA,Extreme Winds,6.0,No,Yes,Significant losses,No,Yes,Small losses
1198,ADAMAWA,Extreme Winds,3.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
1199,ADAMAWA,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1200,ADAMAWA,Heavy rainfall,9.0,No,No,Small losses,Yes,Yes,Small losses
1201,ADAMAWA,Flood,2.0,No,Yes,Small losses,No,Yes,Small losses
1202,ADAMAWA,Heavy rainfall,5.0,No,No,,No,Yes,Small losses
1203,ADAMAWA,Heavy rainfall,5.0,No,Yes,Small losses,No,Yes,Significant losses
1204,ADAMAWA,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1205,ADAMAWA,Drought,2.0,No,No,,No,No,Small losses
1206,ADAMAWA,Heavy rainfall,2.0,No,No,Significant losses,No,No,Significant losses
1207,ADAMAWA,Flood,2.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
1208,ADAMAWA,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1209,ADAMAWA,Extreme temperatures (cold or heat),3.0,Yes,Yes,Significant losses,No,No,Significant losses
1210,ADAMAWA,Flood,4.0,No,Yes,Significant losses,No,No,Significant losses
1211,ADAMAWA,Heavy rainfall,5.0,No,No,,No,No,Small losses
1212,ADAMAWA,Drought,3.0,No,No,Significant losses,No,No,Significant losses
1213,ADAMAWA,Extreme Winds,3.0,No,Yes,Significant losses,No,No,Significant losses
1214,ADAMAWA,Flood,1.0,No,No,Significant losses,No,Yes,Small losses
1215,ADAMAWA,Extreme temperatures (cold or heat),3.0,No,Yes,Significant losses,No,No,Significant losses
1216,ADAMAWA,Fire Disaster,1.0,No,No,,No,No,Significant losses
1217,ADAMAWA,Heavy rainfall,2.0,No,Yes,Small losses,No,Yes,Small losses
1218,ADAMAWA,Extreme Winds,6.0,No,Yes,Significant losses,No,Yes,Significant losses
1219,ADAMAWA,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1220,ADAMAWA,Flood,9.0,No,Yes,Significant losses,No,Yes,Significant losses
1221,ADAMAWA,Heavy rainfall,1.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1222,ADAMAWA,Extreme temperatures (cold or heat),3.0,No,No,,No,Yes,Small losses
1223,ADAMAWA,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1224,ADAMAWA,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1225,ADAMAWA,Drought,5.0,No,Yes,Significant losses,No,No,Significant losses
1226,ADAMAWA,Heavy rainfall,2.0,No,No,Significant losses,Yes,Yes,Significant losses
1227,ADAMAWA,Extreme Winds,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1228,ADAMAWA,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1229,ADAMAWA,Flood,5.0,No,No,,No,No,Almost total or total losses
1230,ADAMAWA,Flood,1.0,No,Yes,Small losses,Yes,Yes,Small losses
1231,ADAMAWA,Extreme Winds,1.0,No,Yes,Small losses,No,No,Small losses
1232,ADAMAWA,Extreme Winds,3.0,Yes,Yes,Small losses,No,Yes,Significant losses
1233,ADAMAWA,Heavy rainfall,2.0,No,Yes,Small losses,Yes,Yes,Small losses
1234,ADAMAWA,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1235,ADAMAWA,Drought,4.0,No,Yes,Significant losses,No,No,Significant losses
1236,ADAMAWA,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1237,ADAMAWA,Flood,2.0,Yes,Yes,Small losses,Yes,Yes,Small losses
1238,ADAMAWA,Heavy rainfall,3.0,No,No,Significant losses,No,Yes,Significant losses
1239,BAUCHI,Extreme Winds,1.0,No,No,Significant losses,No,Yes,Significant losses
1240,BAUCHI,Flood,3.0,No,Yes,Significant losses,Yes,No,Significant losses
1241,BAUCHI,Heavy rainfall,1.0,No,Yes,Significant losses,No,No,Significant losses
1242,BAUCHI,Heavy rainfall,4.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1243,BAUCHI,Flood,2.0,No,Yes,Significant losses,Yes,No,Significant losses
1244,BAUCHI,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1245,BAUCHI,Flood,2.0,No,No,Significant losses,Yes,No,Significant losses
1246,BAUCHI,Heavy rainfall,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1247,BAUCHI,Flood,5.0,No,Yes,Significant losses,No,Yes,Significant losses
1248,BAUCHI,Flood,2.0,No,No,Small losses,Yes,No,Significant losses
1249,BAUCHI,Flood,2.0,No,No,Small losses,Yes,No,Small losses
1250,BAUCHI,Extreme Winds,1.0,No,No,,No,No,Small losses
1251,BAUCHI,Drought,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1252,BAUCHI,Flood,3.0,No,No,,Yes,Yes,Significant losses
1253,BAUCHI,Flood,3.0,No,Yes,Small losses,No,No,Small losses
1254,BAUCHI,Extreme Winds,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1255,BAUCHI,Heavy rainfall,5.0,No,Yes,Significant losses,No,No,Significant losses
1256,BAUCHI,Heavy rainfall,2.0,No,No,Significant losses,No,Yes,Significant losses
1257,BAUCHI,Extreme temperatures (cold or heat),3.0,No,Yes,Significant losses,No,Yes,Significant losses
1258,BAUCHI,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1259,BAUCHI,Extreme Winds,5.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1260,BAUCHI,Flood,5.0,No,Yes,Small losses,No,Yes,Significant losses
1261,BAUCHI,Extreme Winds,1.0,No,No,,No,Yes,Small losses
1262,BAUCHI,Heavy rainfall,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
1263,BAUCHI,Drought,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1264,BAUCHI,Flood,1.0,No,No,Small losses,No,No,Small losses
1265,BAUCHI,Extreme Winds,1.0,No,No,Significant losses,No,No,Significant losses
1266,BAUCHI,Extreme Winds,15.0,No,Yes,Significant losses,No,No,Significant losses
1267,BAUCHI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1268,BAUCHI,Extreme Winds,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1269,BAUCHI,Drought,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1270,BAUCHI,Heavy rainfall,2.0,No,No,,Yes,Yes,Significant losses
1271,BAUCHI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1272,BAUCHI,Heavy rainfall,2.0,No,Yes,Small losses,Yes,No,Significant losses
1273,BAUCHI,Flood,2.0,Yes,Yes,Small losses,Yes,Yes,Significant losses
1274,BAUCHI,Drought,1.0,Yes,Yes,Significant losses,No,Yes,Small losses
1275,BAUCHI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1276,BAUCHI,Drought,1.0,No,Yes,Significant losses,No,Yes,Small losses
1277,BAUCHI,Flood,1.0,No,No,Significant losses,Yes,Yes,Significant losses
1278,BAUCHI,Flood,5.0,No,No,Significant losses,Yes,No,Significant losses
1279,BAUCHI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1280,BAUCHI,Flood,2.0,No,No,Significant losses,No,Yes,Significant losses
1281,BAUCHI,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1282,BAUCHI,Heavy rainfall,2.0,No,Yes,Significant losses,Yes,Yes,Small losses
1283,BAUCHI,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1284,BAUCHI,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1285,BAUCHI,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1286,BAUCHI,Flood,12.0,Yes,Yes,Small losses,No,Yes,Small losses
1287,BAUCHI,Flood,2.0,Yes,Yes,Small losses,No,Yes,Small losses
1288,BAUCHI,Flood,3.0,No,No,Significant losses,Yes,No,Significant losses
1289,BAUCHI,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1290,BAUCHI,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1291,BAUCHI,Flood,2.0,Yes,Yes,Small losses,Yes,Yes,Significant losses
1292,BAUCHI,Flood,1.0,No,No,,No,Yes,Small losses
1293,BAUCHI,Extreme Winds,2.0,No,Yes,Significant losses,No,No,Significant losses
1294,BAUCHI,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1295,BAUCHI,Extreme Winds,3.0,No,No,Small losses,No,No,Small losses
1296,BAUCHI,Extreme Winds,9.0,No,Yes,Almost total or total losses,No,Yes,Significant losses
1297,BAUCHI,Extreme Winds,1.0,No,Yes,Significant losses,No,No,Significant losses
1298,BAUCHI,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1299,BAUCHI,Extreme temperatures (cold or heat),5.0,No,Yes,Significant losses,No,No,Small losses
1300,BAUCHI,Heavy rainfall,6.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1301,BAUCHI,Drought,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1302,BAUCHI,Heavy rainfall,1.0,No,No,,No,Yes,Small losses
1303,BAUCHI,Flood,1.0,No,No,Significant losses,No,Yes,Significant losses
1304,BAUCHI,Fire Disaster,6.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1305,BAUCHI,Extreme Winds,8.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1306,BAUCHI,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1307,BAUCHI,Heavy rainfall,2.0,No,No,Significant losses,No,Yes,Significant losses
1308,BAUCHI,Flood,2.0,No,No,,Yes,Yes,Significant losses
1309,BAUCHI,Flood,1.0,No,Yes,Small losses,No,Yes,Small losses
1310,BAUCHI,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1311,BAUCHI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1312,BAUCHI,Drought,1.0,No,No,,No,Yes,Significant losses
1313,BAUCHI,Extreme Winds,10.0,No,Yes,Significant losses,No,Yes,Significant losses
1314,BAUCHI,Flood,1.0,No,Yes,Small losses,No,Yes,Significant losses
1315,BAUCHI,Flood,5.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1316,BAUCHI,Flood,1.0,No,No,,No,Yes,Significant losses
1317,BAUCHI,Extreme temperatures (cold or heat),3.0,No,Yes,Small losses,Yes,Yes,Small losses
1318,BAUCHI,Extreme Winds,3.0,No,Yes,Small losses,Yes,Yes,Significant losses
1319,BAUCHI,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1320,BAUCHI,Flood,4.0,No,No,Significant losses,Yes,Yes,Significant losses
1321,BAUCHI,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1322,BAUCHI,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1323,BAUCHI,Drought,3.0,Yes,No,Significant losses,No,Yes,Significant losses
1324,BAUCHI,Flood,3.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
1325,BAUCHI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1326,BAUCHI,Heavy rainfall,9.0,No,Yes,Significant losses,No,Yes,Significant losses
1327,BAUCHI,Flood,3.0,No,Yes,Small losses,No,No,Small losses
1328,BAUCHI,Drought,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1329,BAUCHI,Extreme Winds,5.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1330,BAUCHI,Extreme Winds,2.0,No,No,,No,Yes,Significant losses
1331,BAUCHI,Extreme Winds,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1332,BAUCHI,Heavy rainfall,2.0,No,Yes,Small losses,Yes,No,Small losses
1333,BAUCHI,Heavy rainfall,5.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1334,BAUCHI,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1335,BAUCHI,Flood,4.0,No,No,,No,Yes,Significant losses
1336,BAUCHI,Heavy rainfall,5.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
1337,BAUCHI,Heavy rainfall,9.0,No,Yes,Significant losses,No,No,Significant losses
1338,BAUCHI,Heavy rainfall,5.0,No,Yes,Significant losses,No,No,Significant losses
1339,BAUCHI,Flood,1.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
1340,BAUCHI,Extreme Winds,1.0,No,No,Significant losses,Yes,No,Small losses
1341,BAUCHI,Extreme Winds,5.0,No,Yes,Significant losses,No,Yes,Significant losses
1342,BAUCHI,Extreme Winds,6.0,No,Yes,Significant losses,No,Yes,Significant losses
1343,BAUCHI,Flood,5.0,No,No,Small losses,Yes,Yes,Small losses
1344,BAUCHI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1345,BAUCHI,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1346,BAUCHI,Drought,3.0,No,Yes,Small losses,Yes,Yes,Small losses
1347,BAUCHI,Flood,3.0,No,No,Small losses,Yes,No,Small losses
1348,BAUCHI,Flood,2.0,No,Yes,Small losses,No,No,Small losses
1349,BAUCHI,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1350,BAUCHI,Flood,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
1351,BAUCHI,Flood,9.0,No,Yes,Significant losses,No,Yes,Significant losses
1352,BAUCHI,Heavy rainfall,1.0,No,No,,No,No,Small losses
1353,BAUCHI,Heavy rainfall,8.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1354,BAUCHI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1355,BAUCHI,Extreme Winds,1.0,No,No,,Yes,No,Significant losses
1356,BAUCHI,Heavy rainfall,5.0,No,No,Significant losses,Yes,No,Significant losses
1357,BAUCHI,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1358,BAUCHI,Drought,1.0,No,No,,No,Yes,Small losses
1359,BAUCHI,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1360,BAUCHI,Extreme Winds,1.0,No,No,Significant losses,No,Yes,Significant losses
1361,BAUCHI,Heavy rainfall,5.0,No,Yes,Small losses,No,No,Small losses
1362,BAUCHI,Extreme Winds,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1363,BAUCHI,Heavy rainfall,5.0,No,Yes,Significant losses,No,Yes,Significant losses
1364,BAUCHI,Extreme Winds,1.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1365,BAUCHI,Heavy rainfall,2.0,Yes,No,,Yes,Yes,Significant losses
1366,BAUCHI,Extreme Winds,2.0,No,No,Significant losses,No,Yes,Significant losses
1367,BAUCHI,Flood,5.0,No,No,Small losses,No,Yes,Small losses
1368,BAUCHI,Extreme temperatures (cold or heat),2.0,No,Yes,Significant losses,No,Yes,Significant losses
1369,BAUCHI,Drought,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1370,BAUCHI,Heavy rainfall,5.0,No,No,Significant losses,No,Yes,Significant losses
1371,BAUCHI,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1372,BAUCHI,Heavy rainfall,3.0,No,Yes,Small losses,Yes,Yes,Small losses
1373,BAUCHI,Flood,8.0,No,Yes,Small losses,No,Yes,Small losses
1374,BAUCHI,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1375,BAUCHI,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1376,BAUCHI,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1377,BAUCHI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1378,BAUCHI,Extreme temperatures (cold or heat),1.0,No,No,Significant losses,No,Yes,Significant losses
1379,BAUCHI,Heavy rainfall,4.0,No,Yes,Significant losses,No,Yes,Significant losses
1380,BAUCHI,Flood,9.0,Yes,No,Significant losses,No,Yes,Significant losses
1381,BAUCHI,Drought,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1382,BAUCHI,Flood,6.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1383,BAUCHI,Extreme temperatures (cold or heat),3.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
1384,BAUCHI,Flood,2.0,No,Yes,Small losses,No,No,Significant losses
1385,BAUCHI,Extreme Winds,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1386,BAUCHI,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
1387,BAUCHI,Heavy rainfall,9.0,No,Yes,Significant losses,No,Yes,Significant losses
1388,BAUCHI,Flood,2.0,No,No,Significant losses,No,Yes,Significant losses
1389,BAUCHI,Flood,2.0,Yes,Yes,Small losses,No,Yes,Small losses
1390,BAUCHI,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1391,BAUCHI,Flood,1.0,No,No,,Yes,No,Small losses
1392,BAUCHI,Heavy rainfall,15.0,No,Yes,Significant losses,No,Yes,Significant losses
1393,BAUCHI,Drought,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1394,BAUCHI,Heavy rainfall,2.0,No,No,Small losses,No,Yes,Small losses
1395,BAUCHI,Extreme temperatures (cold or heat),3.0,No,No,Small losses,No,No,Small losses
1396,BAUCHI,Heavy rainfall,2.0,Yes,No,Small losses,No,Yes,Small losses
1397,BAUCHI,Flood,1.0,No,No,,No,Yes,Significant losses
1398,BAUCHI,Heavy rainfall,2.0,No,No,Small losses,No,Yes,Significant losses
1399,BAUCHI,Extreme Winds,2.0,No,No,,No,No,Significant losses
1400,BAUCHI,Drought,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
1401,BAUCHI,Drought,1.0,No,Yes,Significant losses,No,Yes,Significant losses
1402,BAUCHI,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
1403,BAUCHI,Heavy rainfall,5.0,No,Yes,Significant losses,Yes,Yes,Significant losses
1404,BAUCHI,Flood,3.0,No,Yes,Significant losses,No,Yes,Small losses
1405,BAUCHI,Heavy rainfall,9.0,No,Yes,Significant losses,No,Yes,Significant losses
1406,BAUCHI,Extreme temperatures (cold or heat),15.0,No,Yes,Significant losses,No,Yes,Significant losses
1407,BAUCHI,Extreme Winds,3.0,No,Yes,Significant losses,No,No,Significant losses
1408,BAUCHI,Flood,4.0,No,Yes,Significant losses,No,Yes,Significant losses
1409,BAUCHI,Extreme Winds,2.0,No,Yes,Small losses,No,Yes,Small losses
1410,BAUCHI,Heavy rainfall,5.0,No,Yes,Small losses,Yes,Yes,Small losses
1411,BAUCHI,Flood,2.0,No,Yes,Small losses,Yes,Yes,Small losses
1412,BAUCHI,Drought,3.0,Yes,Yes,Small losses,No,Yes,Small losses
1413,BAUCHI,Heavy rainfall,3.0,No,No,Small losses,Yes,Yes,Small losses
1414,BAUCHI,Heavy rainfall,1.0,No,No,,No,Yes,Small losses
1415,BAUCHI,Drought,1.0,No,No,Small losses,No,Yes,Small losses
1416,BAUCHI,Extreme Winds,5.0,No,Yes,Small losses,No,Yes,Significant losses
1417,BAUCHI,Flood,3.0,No,No,Small losses,Yes,Yes,Small losses
1418,BAUCHI,Flood,1.0,No,Yes,Small losses,No,Yes,Small losses
1419,BAUCHI,Heavy rainfall,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
